date,nav
22-07-2025,222.93200
21-07-2025,223.48600
18-07-2025,224.23700
17-07-2025,225.46100
16-07-2025,224.67900
15-07-2025,224.45000
14-07-2025,222.24500
11-07-2025,221.32400
10-07-2025,222.79300
09-07-2025,222.11600
08-07-2025,220.87300
07-07-2025,221.63300
04-07-2025,222.21600
03-07-2025,221.84300
02-07-2025,220.52400
01-07-2025,221.64700
30-06-2025,221.94100
27-06-2025,220.73100
26-06-2025,219.19800
25-06-2025,218.30500
24-06-2025,215.72600
23-06-2025,214.21000
20-06-2025,213.37100
19-06-2025,212.82800
18-06-2025,216.47800
17-06-2025,216.42000
16-06-2025,217.04200
13-06-2025,216.92400
12-06-2025,216.74800
11-06-2025,218.97900
10-06-2025,219.22500
09-06-2025,218.37400
06-06-2025,216.34400
05-06-2025,216.35900
04-06-2025,214.65600
03-06-2025,213.81700
02-06-2025,213.02500
30-05-2025,212.19200
29-05-2025,211.17400
28-05-2025,209.03800
27-05-2025,207.42600
26-05-2025,207.22900
23-05-2025,205.54300
22-05-2025,204.70600
21-05-2025,204.11000
20-05-2025,202.44700
19-05-2025,203.63300
16-05-2025,202.01500
15-05-2025,200.17500
14-05-2025,197.38600
13-05-2025,194.88000
12-05-2025,192.74300
09-05-2025,186.68600
08-05-2025,186.96600
07-05-2025,187.84200
06-05-2025,184.88800
05-05-2025,188.71600
02-05-2025,185.93100
30-04-2025,185.91800
29-04-2025,188.92600
28-04-2025,189.00500
25-04-2025,188.79000
24-04-2025,192.77700
23-04-2025,192.88000
22-04-2025,192.16500
21-04-2025,191.46100
17-04-2025,188.87100
16-04-2025,188.96700
15-04-2025,187.32400
11-04-2025,182.93100
09-04-2025,177.27200
08-04-2025,179.88100
07-04-2025,175.93300
04-04-2025,182.73000
03-04-2025,188.25000
02-04-2025,187.17000
01-04-2025,185.70200
31-03-2025,186.74200
28-03-2025,186.74900
27-03-2025,186.79400
26-03-2025,184.89200
25-03-2025,187.85200
24-03-2025,191.13300
21-03-2025,189.13200
20-03-2025,186.58400
19-03-2025,184.60700
18-03-2025,181.26500
17-03-2025,176.46600
13-03-2025,176.18400
12-03-2025,177.37300
11-03-2025,178.48400
10-03-2025,178.95900
07-03-2025,182.78600
06-03-2025,181.63200
05-03-2025,178.02600
04-03-2025,173.34100
03-03-2025,171.98900
28-02-2025,174.25500
27-02-2025,177.89300
25-02-2025,181.39000
24-02-2025,181.89800
21-02-2025,183.98800
20-02-2025,184.87100
19-02-2025,182.36300
18-02-2025,179.23200
17-02-2025,182.12900
14-02-2025,182.91300
13-02-2025,187.21100
12-02-2025,187.56700
11-02-2025,188.91400
10-02-2025,195.01400
07-02-2025,198.82400
06-02-2025,199.96600
05-02-2025,199.27100
04-02-2025,197.16100
03-02-2025,195.95000
31-01-2025,197.28100
30-01-2025,193.87900
29-01-2025,194.06500
28-01-2025,189.55700
27-01-2025,191.95100
24-01-2025,197.95900
23-01-2025,203.71200
22-01-2025,202.71000
21-01-2025,205.23600
20-01-2025,207.36800
17-01-2025,206.73800
16-01-2025,206.80200
15-01-2025,205.08000
14-01-2025,204.54100
13-01-2025,202.38900
10-01-2025,210.46700
09-01-2025,215.17700
08-01-2025,217.66600
07-01-2025,220.56300
06-01-2025,216.62000
03-01-2025,222.55100
02-01-2025,222.43800
01-01-2025,221.69200
31-12-2024,220.02300
30-12-2024,218.56400
27-12-2024,220.08000
26-12-2024,219.14400
24-12-2024,220.23800
23-12-2024,218.13500
20-12-2024,218.59200
19-12-2024,223.05300
18-12-2024,224.14900
17-12-2024,224.64500
16-12-2024,225.24000
13-12-2024,224.49500
12-12-2024,225.15000
11-12-2024,226.72100
10-12-2024,226.26500
09-12-2024,224.46100
06-12-2024,223.13900
05-12-2024,222.22000
04-12-2024,221.95400
03-12-2024,220.34300
02-12-2024,217.97200
29-11-2024,216.42300
28-11-2024,213.94500
27-11-2024,214.21200
26-11-2024,212.69500
25-11-2024,210.94500
22-11-2024,207.29400
21-11-2024,206.38100
19-11-2024,207.55500
18-11-2024,205.99500
14-11-2024,207.25300
13-11-2024,206.16900
12-11-2024,211.99100
11-11-2024,214.29900
08-11-2024,216.07900
07-11-2024,219.07600
06-11-2024,219.43600
05-11-2024,216.34800
04-11-2024,215.09200
31-10-2024,215.08900
30-10-2024,211.58600
29-10-2024,207.94700
28-10-2024,207.90800
25-10-2024,206.29100
24-10-2024,210.85900
23-10-2024,213.24300
22-10-2024,211.46700
21-10-2024,218.15000
18-10-2024,221.60300
17-10-2024,222.80000
16-10-2024,225.16400
15-10-2024,223.74300
14-10-2024,221.85100
11-10-2024,221.89800
10-10-2024,221.00800
09-10-2024,220.92200
08-10-2024,218.20700
07-10-2024,213.26700
04-10-2024,219.33600
03-10-2024,220.75900
01-10-2024,223.20900
30-09-2024,222.34800
27-09-2024,221.91100
26-09-2024,221.52700
25-09-2024,223.16700
24-09-2024,223.14600
23-09-2024,222.82700
20-09-2024,221.17300
19-09-2024,220.15200
18-09-2024,222.37500
17-09-2024,224.14900
16-09-2024,224.41600
13-09-2024,224.06500
12-09-2024,222.15300
11-09-2024,221.16900
10-09-2024,222.44800
09-09-2024,218.29300
06-09-2024,219.36300
05-09-2024,221.17300
04-09-2024,220.21700
03-09-2024,220.18900
02-09-2024,218.77200
30-08-2024,219.94200
29-08-2024,217.78900
28-08-2024,219.71200
27-08-2024,220.34400
26-08-2024,220.13800
23-08-2024,219.45600
22-08-2024,219.15600
21-08-2024,218.39000
20-08-2024,215.59200
19-08-2024,215.00900
16-08-2024,212.88000
14-08-2024,209.37500
13-08-2024,209.71600
12-08-2024,212.78600
09-08-2024,211.69700
08-08-2024,210.10800
07-08-2024,210.07200
06-08-2024,205.55500
05-08-2024,204.83700
02-08-2024,212.60500
01-08-2024,212.66700
31-07-2024,212.91000
30-07-2024,213.02800
29-07-2024,212.10400
26-07-2024,210.29600
25-07-2024,208.92600
24-07-2024,209.59800
