date,nav
22-07-2025,28.69270
21-07-2025,28.82480
18-07-2025,28.79020
17-07-2025,28.93910
16-07-2025,28.89220
15-07-2025,28.82610
14-07-2025,28.54810
11-07-2025,28.44680
10-07-2025,28.61380
09-07-2025,28.68210
08-07-2025,28.55300
07-07-2025,28.65340
04-07-2025,28.72700
03-07-2025,28.70330
02-07-2025,28.51690
01-07-2025,28.58810
30-06-2025,28.60910
27-06-2025,28.35980
26-06-2025,28.28210
25-06-2025,28.18620
24-06-2025,27.77960
23-06-2025,27.66330
20-06-2025,27.51120
19-06-2025,27.38620
18-06-2025,27.84050
17-06-2025,27.94330
16-06-2025,28.17790
13-06-2025,27.93280
12-06-2025,27.87920
11-06-2025,28.07580
10-06-2025,28.07790
09-06-2025,27.95970
06-06-2025,27.63740
05-06-2025,27.52080
04-06-2025,27.27550
03-06-2025,27.11170
02-06-2025,27.05550
30-05-2025,26.83930
29-05-2025,26.85730
28-05-2025,26.79780
27-05-2025,26.63620
26-05-2025,26.69000
23-05-2025,26.54650
22-05-2025,26.52850
21-05-2025,26.54390
20-05-2025,26.42620
19-05-2025,26.64100
16-05-2025,26.52400
15-05-2025,26.28660
14-05-2025,26.09330
13-05-2025,25.82770
12-05-2025,25.63030
09-05-2025,24.77050
08-05-2025,24.92630
07-05-2025,25.06170
06-05-2025,24.74770
05-05-2025,25.32890
02-05-2025,25.09720
30-04-2025,25.09680
29-04-2025,25.41140
28-04-2025,25.33210
25-04-2025,25.20850
24-04-2025,25.66360
23-04-2025,25.62950
22-04-2025,25.55680
21-04-2025,25.34740
17-04-2025,24.96950
16-04-2025,24.84040
15-04-2025,24.67120
11-04-2025,24.01090
09-04-2025,23.32090
08-04-2025,23.55340
07-04-2025,22.99830
04-04-2025,23.87360
03-04-2025,24.72820
02-04-2025,24.77080
01-04-2025,24.56350
31-03-2025,24.65930
28-03-2025,24.65990
27-03-2025,24.70900
26-03-2025,24.55590
25-03-2025,24.82990
24-03-2025,25.11510
21-03-2025,24.86180
20-03-2025,24.58300
19-03-2025,24.40850
18-03-2025,24.04800
17-03-2025,23.46730
13-03-2025,23.36120
12-03-2025,23.43390
11-03-2025,23.54930
10-03-2025,23.66160
07-03-2025,24.13380
06-03-2025,24.10820
05-03-2025,23.74200
04-03-2025,23.20870
03-03-2025,22.93550
28-02-2025,22.96380
27-02-2025,23.57890
25-02-2025,23.95240
24-02-2025,23.95500
21-02-2025,24.26700
20-02-2025,24.35610
19-02-2025,24.14890
18-02-2025,23.77170
17-02-2025,24.07110
14-02-2025,24.22470
13-02-2025,24.96020
12-02-2025,25.11490
11-02-2025,25.20950
10-02-2025,26.02620
07-02-2025,26.63720
06-02-2025,26.79340
05-02-2025,26.84880
04-02-2025,26.41050
03-02-2025,26.14470
31-01-2025,26.21540
30-01-2025,25.91390
29-01-2025,26.03580
28-01-2025,25.16700
27-01-2025,25.55170
24-01-2025,26.38800
23-01-2025,26.83820
