date,nav
19-07-2021,14.49520
16-07-2021,14.48020
15-07-2021,14.47930
14-07-2021,14.47850
13-07-2021,14.47790
12-07-2021,14.48290
09-07-2021,14.47580
08-07-2021,14.46710
07-07-2021,14.47330
06-07-2021,14.46060
05-07-2021,14.46050
02-07-2021,14.44820
01-07-2021,14.42640
30-06-2021,14.42170
29-06-2021,14.41770
28-06-2021,14.42530
25-06-2021,14.40130
24-06-2021,14.34130
23-06-2021,14.33950
22-06-2021,14.33230
21-06-2021,14.32740
18-06-2021,14.31180
17-06-2021,14.35300
16-06-2021,14.41150
15-06-2021,14.45130
14-06-2021,14.38540
11-06-2021,14.41940
10-06-2021,14.40940
09-06-2021,14.17430
08-06-2021,14.27030
07-06-2021,14.21940
04-06-2021,14.12950
03-06-2021,14.05420
02-06-2021,13.89650
01-06-2021,13.78720
31-05-2021,13.84520
28-05-2021,13.78800
27-05-2021,13.79610
26-05-2021,13.70300
25-05-2021,13.65610
24-05-2021,13.66410
21-05-2021,13.63840
20-05-2021,13.51910
19-05-2021,13.48350
18-05-2021,13.43740
17-05-2021,13.29380
14-05-2021,13.15480
12-05-2021,13.23750
11-05-2021,13.29790
10-05-2021,13.24820
07-05-2021,13.21680
06-05-2021,13.29700
05-05-2021,13.21690
04-05-2021,13.08940
03-05-2021,13.17070
30-04-2021,13.16240
29-04-2021,13.23470
28-04-2021,13.25390
27-04-2021,13.12100
26-04-2021,12.98440
23-04-2021,12.86420
22-04-2021,12.87060
20-04-2021,12.84920
19-04-2021,12.79850
16-04-2021,13.06060
15-04-2021,12.95910
13-04-2021,13.01560
12-04-2021,12.86480
09-04-2021,13.46160
08-04-2021,13.49420
07-04-2021,13.36960
06-04-2021,13.19550
05-04-2021,13.14010
01-04-2021,13.40700
31-03-2021,13.28740
30-03-2021,13.27010
26-03-2021,13.04400
25-03-2021,12.87770
24-03-2021,13.05410
23-03-2021,13.26860
22-03-2021,13.21400
19-03-2021,13.17620
18-03-2021,13.04710
17-03-2021,13.21820
16-03-2021,13.49470
15-03-2021,13.43200
12-03-2021,13.51730
10-03-2021,13.60090
09-03-2021,13.51320
08-03-2021,13.50890
05-03-2021,13.50090
04-03-2021,13.70880
03-03-2021,13.66350
02-03-2021,13.48310
01-03-2021,13.26580
26-02-2021,13.13740
25-02-2021,13.33850
24-02-2021,13.18550
23-02-2021,13.09890
