date,nav
22-07-2025,42.29000
21-07-2025,42.37000
18-07-2025,42.18000
17-07-2025,42.40000
16-07-2025,42.43000
15-07-2025,42.36000
14-07-2025,42.06000
11-07-2025,41.92000
10-07-2025,42.16000
09-07-2025,42.19000
08-07-2025,42.04000
07-07-2025,42.09000
04-07-2025,42.15000
03-07-2025,42.20000
02-07-2025,42.18000
01-07-2025,42.28000
30-06-2025,42.32000
27-06-2025,42.02000
26-06-2025,41.88000
25-06-2025,41.66000
24-06-2025,41.50000
23-06-2025,41.29000
20-06-2025,41.08000
19-06-2025,40.88000
18-06-2025,41.47000
17-06-2025,41.67000
16-06-2025,41.86000
13-06-2025,41.73000
12-06-2025,41.81000
11-06-2025,42.26000
10-06-2025,42.44000
09-06-2025,42.46000
06-06-2025,42.06000
05-06-2025,41.99000
04-06-2025,41.76000
03-06-2025,41.41000
02-06-2025,41.35000
30-05-2025,41.28000
29-05-2025,41.35000
28-05-2025,41.04000
27-05-2025,40.98000
26-05-2025,40.89000
23-05-2025,40.65000
22-05-2025,40.48000
21-05-2025,40.55000
20-05-2025,40.41000
19-05-2025,40.93000
16-05-2025,40.78000
15-05-2025,40.40000
14-05-2025,40.20000
13-05-2025,39.71000
12-05-2025,39.23000
09-05-2025,37.84000
08-05-2025,38.01000
07-05-2025,38.36000
06-05-2025,38.09000
05-05-2025,38.80000
02-05-2025,38.25000
30-04-2025,38.27000
29-04-2025,38.71000
28-04-2025,38.75000
25-04-2025,38.52000
24-04-2025,39.30000
23-04-2025,39.28000
22-04-2025,39.08000
21-04-2025,38.77000
17-04-2025,38.19000
16-04-2025,38.02000
15-04-2025,37.74000
11-04-2025,36.81000
09-04-2025,35.93000
08-04-2025,36.24000
07-04-2025,35.51000
04-04-2025,36.89000
03-04-2025,37.98000
02-04-2025,37.97000
01-04-2025,37.60000
31-03-2025,37.80000
28-03-2025,37.80000
27-03-2025,37.88000
26-03-2025,37.64000
25-03-2025,38.02000
24-03-2025,38.47000
21-03-2025,38.16000
20-03-2025,37.51000
19-03-2025,37.35000
18-03-2025,36.59000
17-03-2025,35.78000
13-03-2025,35.45000
12-03-2025,35.70000
11-03-2025,35.85000
10-03-2025,35.90000
07-03-2025,36.48000
06-03-2025,36.45000
05-03-2025,35.98000
04-03-2025,35.21000
03-03-2025,34.95000
28-02-2025,35.05000
27-02-2025,35.52000
25-02-2025,36.03000
24-02-2025,36.23000
21-02-2025,36.51000
20-02-2025,36.79000
19-02-2025,36.34000
18-02-2025,35.81000
17-02-2025,36.06000
14-02-2025,36.11000
13-02-2025,37.10000
12-02-2025,37.21000
11-02-2025,37.24000
10-02-2025,38.36000
07-02-2025,39.17000
06-02-2025,39.15000
05-02-2025,39.23000
04-02-2025,38.60000
03-02-2025,37.96000
31-01-2025,38.58000
30-01-2025,38.02000
29-01-2025,38.07000
28-01-2025,37.25000
27-01-2025,37.86000
24-01-2025,38.88000
23-01-2025,39.45000
22-01-2025,38.95000
21-01-2025,39.54000
20-01-2025,40.31000
17-01-2025,40.22000
16-01-2025,40.23000
15-01-2025,39.59000
14-01-2025,39.37000
13-01-2025,38.74000
10-01-2025,40.23000
09-01-2025,40.89000
08-01-2025,41.43000
07-01-2025,41.99000
06-01-2025,41.62000
03-01-2025,42.61000
02-01-2025,42.74000
01-01-2025,42.43000
31-12-2024,42.17000
30-12-2024,41.97000
27-12-2024,42.12000
26-12-2024,42.12000
24-12-2024,42.29000
23-12-2024,42.22000
20-12-2024,42.41000
19-12-2024,43.13000
18-12-2024,43.20000
17-12-2024,43.48000
16-12-2024,43.65000
13-12-2024,43.44000
12-12-2024,43.46000
11-12-2024,43.69000
10-12-2024,43.44000
09-12-2024,43.20000
06-12-2024,43.07000
05-12-2024,42.91000
04-12-2024,42.79000
03-12-2024,42.32000
02-12-2024,41.93000
29-11-2024,41.65000
28-11-2024,41.46000
27-11-2024,41.45000
26-11-2024,41.28000
25-11-2024,41.20000
22-11-2024,40.55000
21-11-2024,40.10000
19-11-2024,40.23000
18-11-2024,39.96000
14-11-2024,40.08000
13-11-2024,39.80000
12-11-2024,40.67000
11-11-2024,40.88000
08-11-2024,41.12000
07-11-2024,41.69000
06-11-2024,41.83000
05-11-2024,40.97000
04-11-2024,40.85000
31-10-2024,41.04000
30-10-2024,40.76000
29-10-2024,40.44000
28-10-2024,40.21000
25-10-2024,39.84000
24-10-2024,40.45000
23-10-2024,40.70000
22-10-2024,40.35000
21-10-2024,41.49000
18-10-2024,42.05000
17-10-2024,41.98000
16-10-2024,42.34000
15-10-2024,42.39000
14-10-2024,42.16000
11-10-2024,41.98000
10-10-2024,41.79000
09-10-2024,41.78000
08-10-2024,41.42000
07-10-2024,40.67000
04-10-2024,41.68000
03-10-2024,41.79000
01-10-2024,42.38000
30-09-2024,42.29000
27-09-2024,42.32000
26-09-2024,42.20000
25-09-2024,42.33000
24-09-2024,42.51000
23-09-2024,42.45000
20-09-2024,42.20000
19-09-2024,41.77000
18-09-2024,42.27000
17-09-2024,42.48000
16-09-2024,42.60000
13-09-2024,42.60000
12-09-2024,42.26000
11-09-2024,41.91000
10-09-2024,42.11000
09-09-2024,41.85000
06-09-2024,42.13000
05-09-2024,42.57000
04-09-2024,42.54000
03-09-2024,42.71000
02-09-2024,42.56000
30-08-2024,42.95000
29-08-2024,42.52000
28-08-2024,42.72000
27-08-2024,42.69000
26-08-2024,42.45000
23-08-2024,42.37000
22-08-2024,42.46000
21-08-2024,42.37000
20-08-2024,42.00000
19-08-2024,41.92000
16-08-2024,41.62000
14-08-2024,40.91000
13-08-2024,41.13000
12-08-2024,41.31000
09-08-2024,41.13000
08-08-2024,40.85000
07-08-2024,40.99000
06-08-2024,40.07000
05-08-2024,40.26000
02-08-2024,41.50000
01-08-2024,41.74000
31-07-2024,41.95000
30-07-2024,41.92000
29-07-2024,41.75000
26-07-2024,41.44000
25-07-2024,41.11000
24-07-2024,41.19000
23-07-2024,40.51000
22-07-2024,40.74000
19-07-2024,40.48000
18-07-2024,41.18000
16-07-2024,41.62000
15-07-2024,41.65000
12-07-2024,41.38000
11-07-2024,41.19000
10-07-2024,40.98000
09-07-2024,41.11000
08-07-2024,41.14000
05-07-2024,41.27000
04-07-2024,41.18000
03-07-2024,41.00000
02-07-2024,40.67000
01-07-2024,40.79000
28-06-2024,40.42000
27-06-2024,40.17000
26-06-2024,40.10000
25-06-2024,39.98000
24-06-2024,40.05000
21-06-2024,40.13000
20-06-2024,40.09000
19-06-2024,39.89000
18-06-2024,39.95000
14-06-2024,39.73000
13-06-2024,39.47000
12-06-2024,39.26000
11-06-2024,38.97000
10-06-2024,38.54000
07-06-2024,38.19000
