date,nav
22-07-2025,14.59220
21-07-2025,14.62750
18-07-2025,14.59070
17-07-2025,14.64150
16-07-2025,14.56620
15-07-2025,14.56070
14-07-2025,14.46190
11-07-2025,14.43680
10-07-2025,14.54380
09-07-2025,14.49820
08-07-2025,14.42430
07-07-2025,14.45980
04-07-2025,14.48460
03-07-2025,14.46250
02-07-2025,14.44700
01-07-2025,14.43660
30-06-2025,14.49550
27-06-2025,14.35420
26-06-2025,14.30000
25-06-2025,14.26950
24-06-2025,14.19030
23-06-2025,14.03040
20-06-2025,14.03040
19-06-2025,13.95190
18-06-2025,14.15960
17-06-2025,14.15600
16-06-2025,14.16280
13-06-2025,14.10200
12-06-2025,14.14290
11-06-2025,14.29610
10-06-2025,14.32820
09-06-2025,14.32500
06-06-2025,14.15920
05-06-2025,14.11610
04-06-2025,14.08670
03-06-2025,14.06040
02-06-2025,14.06560
30-05-2025,14.03640
29-05-2025,13.93050
28-05-2025,13.89010
27-05-2025,13.86820
26-05-2025,13.82620
23-05-2025,13.68920
22-05-2025,13.66500
21-05-2025,13.65520
20-05-2025,13.63240
19-05-2025,13.69050
16-05-2025,13.64270
15-05-2025,13.53710
14-05-2025,13.39910
13-05-2025,13.24810
12-05-2025,13.15630
09-05-2025,12.70630
08-05-2025,12.78700
07-05-2025,12.85090
06-05-2025,12.61240
05-05-2025,12.74040
02-05-2025,12.64480
30-04-2025,12.71290
29-04-2025,12.87560
28-04-2025,12.87690
25-04-2025,12.87920
24-04-2025,13.10110
23-04-2025,13.17790
22-04-2025,13.18250
21-04-2025,13.08520
17-04-2025,12.91200
16-04-2025,12.83790
15-04-2025,12.77350
11-04-2025,12.42250
09-04-2025,12.11890
08-04-2025,12.26590
07-04-2025,11.97440
04-04-2025,12.43440
03-04-2025,12.78190
02-04-2025,12.75720
01-04-2025,12.61580
31-03-2025,12.68380
28-03-2025,12.68220
27-03-2025,12.70640
26-03-2025,12.57420
25-03-2025,12.76750
24-03-2025,12.89810
21-03-2025,12.73510
20-03-2025,12.53450
19-03-2025,12.53270
18-03-2025,12.41730
17-03-2025,12.08220
13-03-2025,12.06180
12-03-2025,12.12610
11-03-2025,12.14610
10-03-2025,12.22460
07-03-2025,12.46320
06-03-2025,12.35750
05-03-2025,12.20010
04-03-2025,11.86500
03-03-2025,11.72810
28-02-2025,11.83240
27-02-2025,12.09210
25-02-2025,12.34010
24-02-2025,12.33570
21-02-2025,12.47770
20-02-2025,12.44880
19-02-2025,12.33930
18-02-2025,12.15620
17-02-2025,12.34600
14-02-2025,12.55270
13-02-2025,12.92960
12-02-2025,12.83630
11-02-2025,12.83250
10-02-2025,13.21450
07-02-2025,13.47490
06-02-2025,13.56420
05-02-2025,13.62170
04-02-2025,13.52040
03-02-2025,13.48660
31-01-2025,13.43000
30-01-2025,13.19220
29-01-2025,13.16320
28-01-2025,12.72290
27-01-2025,12.98530
24-01-2025,13.38830
23-01-2025,13.65900
22-01-2025,13.59380
21-01-2025,13.84480
20-01-2025,14.13750
17-01-2025,14.13110
16-01-2025,14.25100
15-01-2025,14.08350
14-01-2025,14.05460
13-01-2025,14.01070
10-01-2025,14.46150
09-01-2025,14.75140
08-01-2025,14.89750
07-01-2025,15.06440
06-01-2025,14.90230
03-01-2025,15.24100
02-01-2025,15.19080
01-01-2025,15.09830
31-12-2024,14.94350
30-12-2024,14.92150
27-12-2024,14.97340
26-12-2024,14.95600
24-12-2024,14.93980
23-12-2024,14.90420
20-12-2024,14.91530
19-12-2024,15.17110
18-12-2024,15.24860
17-12-2024,15.36980
16-12-2024,15.32710
13-12-2024,15.15840
12-12-2024,15.13920
11-12-2024,15.24330
10-12-2024,15.16810
09-12-2024,15.07640
06-12-2024,14.98120
05-12-2024,14.86210
04-12-2024,14.80020
03-12-2024,14.68630
02-12-2024,14.57320
29-11-2024,14.49770
28-11-2024,14.40190
27-11-2024,14.32880
26-11-2024,14.10920
25-11-2024,14.05450
22-11-2024,13.80520
21-11-2024,13.68260
19-11-2024,13.67580
18-11-2024,13.46580
14-11-2024,13.56020
13-11-2024,13.36200
12-11-2024,13.74720
11-11-2024,13.88970
08-11-2024,13.99810
07-11-2024,14.15370
06-11-2024,14.15480
05-11-2024,13.86870
04-11-2024,13.84670
31-10-2024,13.92520
30-10-2024,13.71860
29-10-2024,13.63860
28-10-2024,13.55340
25-10-2024,13.49320
24-10-2024,13.73450
23-10-2024,13.80150
22-10-2024,13.69140
21-10-2024,14.08410
18-10-2024,14.33230
17-10-2024,14.30760
16-10-2024,14.47400
15-10-2024,14.49150
14-10-2024,14.27790
11-10-2024,14.16550
10-10-2024,14.09980
09-10-2024,13.99470
08-10-2024,13.80280
07-10-2024,13.54830
04-10-2024,13.89100
03-10-2024,14.01600
01-10-2024,14.19250
30-09-2024,14.03450
27-09-2024,14.03950
26-09-2024,14.04510
25-09-2024,14.06160
24-09-2024,14.14490
23-09-2024,14.13360
20-09-2024,14.00730
19-09-2024,13.83540
18-09-2024,13.84290
17-09-2024,13.90750
16-09-2024,13.91900
13-09-2024,13.89460
12-09-2024,13.84460
11-09-2024,13.69380
10-09-2024,13.77150
09-09-2024,13.66200
06-09-2024,13.64810
05-09-2024,13.73800
04-09-2024,13.66970
03-09-2024,13.61600
02-09-2024,13.55410
30-08-2024,13.60380
29-08-2024,13.53870
28-08-2024,13.61020
27-08-2024,13.65010
26-08-2024,13.63190
23-08-2024,13.58190
22-08-2024,13.57890
21-08-2024,13.47990
20-08-2024,13.42360
19-08-2024,13.37800
16-08-2024,13.28570
14-08-2024,13.05770
13-08-2024,13.09760
12-08-2024,13.08630
09-08-2024,12.92130
08-08-2024,12.77130
07-08-2024,12.74100
06-08-2024,12.44210
05-08-2024,12.49770
02-08-2024,12.87660
01-08-2024,12.90480
31-07-2024,12.96420
30-07-2024,12.91600
29-07-2024,12.86550
26-07-2024,12.82450
25-07-2024,12.68930
24-07-2024,12.74650
23-07-2024,12.51220
22-07-2024,12.50930
19-07-2024,12.36540
18-07-2024,12.57780
16-07-2024,12.68490
15-07-2024,12.65660
12-07-2024,12.64640
11-07-2024,12.64870
10-07-2024,12.57770
09-07-2024,12.69890
08-07-2024,12.62540
05-07-2024,12.69430
04-07-2024,12.60500
03-07-2024,12.55640
02-07-2024,12.46520
01-07-2024,12.45410
28-06-2024,12.26340
27-06-2024,12.11560
26-06-2024,12.17000
25-06-2024,12.16020
24-06-2024,12.13350
21-06-2024,12.13150
20-06-2024,12.15330
19-06-2024,12.05730
18-06-2024,12.08850
14-06-2024,11.96220
13-06-2024,11.91840
12-06-2024,11.81060
11-06-2024,11.78670
10-06-2024,11.71320
07-06-2024,11.48280
06-06-2024,11.27370
05-06-2024,11.05080
04-06-2024,10.67940
03-06-2024,11.44430
31-05-2024,11.23670
30-05-2024,11.17700
29-05-2024,11.24030
28-05-2024,11.26900
27-05-2024,11.37100
24-05-2024,11.38820
23-05-2024,11.39720
22-05-2024,11.36360
21-05-2024,11.41940
17-05-2024,11.43060
16-05-2024,11.35310
15-05-2024,11.20590
14-05-2024,11.09380
13-05-2024,10.94970
10-05-2024,11.02270
09-05-2024,10.92390
08-05-2024,11.09010
07-05-2024,11.05110
06-05-2024,11.26530
03-05-2024,11.34240
02-05-2024,11.33120
30-04-2024,11.28620
29-04-2024,11.28470
26-04-2024,11.26840
25-04-2024,11.24710
24-04-2024,11.15820
23-04-2024,11.15630
22-04-2024,11.00720
19-04-2024,10.85640
18-04-2024,10.84220
16-04-2024,10.84250
15-04-2024,10.82940
12-04-2024,10.92760
10-04-2024,10.98850
09-04-2024,10.93790
08-04-2024,10.96170
05-04-2024,10.94250
04-04-2024,10.92700
03-04-2024,10.86580
02-04-2024,10.76570
01-04-2024,10.71300
31-03-2024,10.46300
28-03-2024,10.46300
27-03-2024,10.43020
26-03-2024,10.31230
22-03-2024,10.16590
21-03-2024,10.07300
20-03-2024,9.86230
19-03-2024,9.77520
18-03-2024,9.86230
15-03-2024,9.85770
14-03-2024,9.79180
13-03-2024,9.65780
12-03-2024,10.01400
11-03-2024,10.17390
07-03-2024,10.30660
06-03-2024,10.25870
05-03-2024,10.40510
04-03-2024,10.52590
01-03-2024,10.54440
29-02-2024,10.49700
28-02-2024,10.56560
27-02-2024,10.63460
26-02-2024,10.59480
23-02-2024,10.59720
22-02-2024,10.51220
21-02-2024,10.44630
