date,nav
22-07-2025,13.75930
21-07-2025,13.76730
18-07-2025,13.75270
17-07-2025,13.86840
16-07-2025,13.76960
15-07-2025,13.74380
14-07-2025,13.66310
11-07-2025,13.64620
10-07-2025,13.73490
09-07-2025,13.74000
08-07-2025,13.66660
07-07-2025,13.63920
04-07-2025,13.67050
03-07-2025,13.63290
02-07-2025,13.60260
01-07-2025,13.59210
30-06-2025,13.60180
27-06-2025,13.46830
26-06-2025,13.38150
25-06-2025,13.38910
24-06-2025,13.25620
23-06-2025,13.16990
20-06-2025,13.15460
19-06-2025,13.11800
18-06-2025,13.33000
17-06-2025,13.34690
16-06-2025,13.32410
13-06-2025,13.28880
12-06-2025,13.31190
11-06-2025,13.46760
10-06-2025,13.46080
09-06-2025,13.43680
06-06-2025,13.30830
05-06-2025,13.30940
04-06-2025,13.25240
03-06-2025,13.23690
02-06-2025,13.23810
30-05-2025,13.15590
29-05-2025,13.22530
28-05-2025,13.15030
27-05-2025,13.13280
26-05-2025,13.10090
23-05-2025,12.99580
22-05-2025,12.93900
21-05-2025,12.97510
20-05-2025,12.88580
19-05-2025,12.99290
16-05-2025,12.92910
15-05-2025,12.75550
14-05-2025,12.69280
13-05-2025,12.55530
12-05-2025,12.47750
09-05-2025,12.10520
08-05-2025,12.12310
07-05-2025,12.23940
06-05-2025,12.10000
05-05-2025,12.30750
02-05-2025,12.19110
30-04-2025,12.23680
29-04-2025,12.36690
28-04-2025,12.31840
25-04-2025,12.25060
24-04-2025,12.48290
23-04-2025,12.49990
22-04-2025,12.48610
21-04-2025,12.35940
17-04-2025,12.18410
16-04-2025,12.13370
15-04-2025,12.07320
11-04-2025,11.79520
09-04-2025,11.55520
08-04-2025,11.62830
07-04-2025,11.45160
04-04-2025,11.80260
03-04-2025,12.09090
02-04-2025,12.00580
01-04-2025,11.94620
31-03-2025,11.99470
28-03-2025,11.99530
27-03-2025,12.02630
26-03-2025,11.94110
25-03-2025,12.07860
24-03-2025,12.17980
21-03-2025,12.09300
20-03-2025,11.91960
19-03-2025,11.81540
18-03-2025,11.70250
17-03-2025,11.48530
13-03-2025,11.42230
12-03-2025,11.49830
11-03-2025,11.49520
10-03-2025,11.53460
07-03-2025,11.70390
06-03-2025,11.64680
05-03-2025,11.50020
04-03-2025,11.19940
03-03-2025,11.04810
28-02-2025,11.04220
27-02-2025,11.29110
25-02-2025,11.48790
24-02-2025,11.53540
21-02-2025,11.68530
20-02-2025,11.70890
19-02-2025,11.58610
18-02-2025,11.41570
17-02-2025,11.57840
14-02-2025,11.64190
13-02-2025,11.92950
12-02-2025,11.97610
11-02-2025,12.03590
10-02-2025,12.38180
07-02-2025,12.62120
06-02-2025,12.61160
05-02-2025,12.61690
04-02-2025,12.47080
