date,nav
22-07-2025,162.88600
21-07-2025,163.18400
18-07-2025,163.54900
17-07-2025,163.89800
16-07-2025,163.52500
15-07-2025,163.12200
14-07-2025,161.69500
11-07-2025,160.79400
10-07-2025,161.84900
09-07-2025,161.47400
08-07-2025,160.80300
07-07-2025,161.16000
04-07-2025,161.76300
03-07-2025,161.60700
02-07-2025,160.57400
01-07-2025,160.34600
30-06-2025,159.88700
27-06-2025,158.73200
26-06-2025,157.91400
25-06-2025,157.75400
24-06-2025,155.19100
23-06-2025,154.10500
20-06-2025,153.14000
19-06-2025,153.03600
18-06-2025,155.42200
17-06-2025,155.61900
16-06-2025,156.69300
13-06-2025,155.60200
12-06-2025,156.27700
11-06-2025,158.07400
10-06-2025,158.07500
09-06-2025,157.07200
06-06-2025,155.64700
05-06-2025,155.38900
04-06-2025,154.82000
03-06-2025,154.31100
02-06-2025,153.69000
30-05-2025,153.30000
29-05-2025,153.31400
28-05-2025,152.83500
27-05-2025,152.49100
26-05-2025,152.33900
23-05-2025,151.90700
22-05-2025,150.99700
21-05-2025,150.87600
20-05-2025,150.02100
19-05-2025,151.28400
16-05-2025,150.35200
15-05-2025,148.81000
14-05-2025,147.00500
13-05-2025,144.81900
12-05-2025,143.08200
09-05-2025,137.81000
08-05-2025,138.29900
07-05-2025,138.96500
06-05-2025,137.88700
05-05-2025,141.09600
02-05-2025,139.33200
30-04-2025,139.52700
29-04-2025,141.68600
28-04-2025,141.75800
25-04-2025,140.64700
24-04-2025,143.54300
23-04-2025,143.20900
22-04-2025,142.38100
21-04-2025,141.43200
17-04-2025,139.19500
16-04-2025,138.79400
15-04-2025,137.23000
11-04-2025,133.86800
09-04-2025,131.05200
08-04-2025,132.09300
07-04-2025,130.09400
04-04-2025,134.52900
03-04-2025,138.61200
02-04-2025,138.11500
01-04-2025,137.58800
31-03-2025,137.57100
28-03-2025,137.57100
27-03-2025,137.92300
26-03-2025,135.74600
25-03-2025,137.60900
24-03-2025,138.46800
21-03-2025,136.69700
20-03-2025,134.49400
19-03-2025,133.25900
18-03-2025,131.02700
17-03-2025,128.31500
13-03-2025,128.81100
12-03-2025,130.19700
11-03-2025,130.83700
10-03-2025,132.12800
07-03-2025,134.78100
06-03-2025,134.35800
05-03-2025,132.44300
04-03-2025,128.75600
03-03-2025,128.08300
28-02-2025,128.96000
27-02-2025,131.75600
25-02-2025,133.83300
24-02-2025,134.76900
21-02-2025,136.38900
20-02-2025,136.53700
19-02-2025,135.08400
18-02-2025,132.72500
17-02-2025,134.09600
14-02-2025,135.16300
13-02-2025,138.19300
12-02-2025,138.35700
11-02-2025,138.85900
10-02-2025,142.70100
07-02-2025,145.42600
06-02-2025,146.43300
05-02-2025,146.17700
04-02-2025,143.92100
03-02-2025,142.74000
31-01-2025,144.04100
30-01-2025,142.60900
29-01-2025,142.61400
28-01-2025,138.75500
27-01-2025,141.13500
24-01-2025,144.98800
23-01-2025,147.38700
22-01-2025,146.51500
21-01-2025,148.21700
20-01-2025,150.63900
17-01-2025,150.53000
16-01-2025,151.00000
15-01-2025,149.15200
14-01-2025,148.76700
13-01-2025,146.67200
10-01-2025,151.51800
09-01-2025,154.55700
08-01-2025,156.29200
07-01-2025,157.92900
06-01-2025,155.78500
03-01-2025,160.19000
02-01-2025,160.06200
01-01-2025,158.75800
31-12-2024,157.49800
30-12-2024,156.62600
27-12-2024,157.22000
26-12-2024,156.64300
24-12-2024,156.79800
23-12-2024,156.53100
20-12-2024,157.31100
19-12-2024,160.73500
18-12-2024,161.11500
17-12-2024,162.46400
16-12-2024,163.58800
13-12-2024,163.45900
12-12-2024,164.39700
11-12-2024,165.51200
10-12-2024,165.18200
09-12-2024,164.29500
06-12-2024,163.38000
05-12-2024,162.50500
04-12-2024,162.41000
03-12-2024,161.01400
02-12-2024,159.19000
29-11-2024,158.27600
28-11-2024,157.17700
27-11-2024,156.69200
26-11-2024,155.40400
25-11-2024,154.52600
22-11-2024,151.64600
21-11-2024,150.49500
19-11-2024,151.61100
18-11-2024,150.35400
14-11-2024,151.67700
13-11-2024,151.45700
12-11-2024,155.55000
11-11-2024,157.04400
08-11-2024,158.37400
07-11-2024,161.09000
06-11-2024,160.94900
05-11-2024,158.42200
04-11-2024,157.95100
31-10-2024,157.91900
30-10-2024,155.24100
29-10-2024,153.39900
28-10-2024,152.98600
25-10-2024,150.89100
24-10-2024,153.25600
23-10-2024,153.82100
22-10-2024,152.54300
21-10-2024,156.92700
18-10-2024,159.11000
17-10-2024,159.66100
16-10-2024,161.69300
15-10-2024,161.55000
14-10-2024,159.65000
11-10-2024,159.65200
10-10-2024,158.91100
09-10-2024,158.38600
08-10-2024,157.64100
07-10-2024,154.30700
04-10-2024,157.71400
03-10-2024,158.41700
01-10-2024,161.10300
30-09-2024,160.24900
27-09-2024,160.15000
26-09-2024,160.53700
25-09-2024,161.53500
24-09-2024,161.47900
23-09-2024,160.73000
20-09-2024,159.94600
19-09-2024,159.75300
18-09-2024,160.75900
17-09-2024,162.26100
16-09-2024,162.38200
13-09-2024,162.52500
12-09-2024,161.66900
11-09-2024,160.66600
10-09-2024,161.52000
09-09-2024,159.04100
06-09-2024,160.48400
05-09-2024,162.16500
04-09-2024,160.91000
03-09-2024,161.13900
02-09-2024,160.35700
