date,nav
22-07-2025,52.48100
21-07-2025,52.61700
18-07-2025,52.56000
17-07-2025,52.78300
16-07-2025,52.59500
15-07-2025,52.37400
14-07-2025,51.83900
11-07-2025,51.54400
10-07-2025,51.70200
09-07-2025,51.47600
08-07-2025,51.36200
07-07-2025,51.38200
04-07-2025,51.52600
03-07-2025,51.50800
02-07-2025,51.39800
01-07-2025,51.42600
30-06-2025,51.43000
27-06-2025,51.10000
26-06-2025,50.97500
25-06-2025,50.97000
24-06-2025,50.41000
23-06-2025,49.93700
20-06-2025,49.93700
19-06-2025,49.64000
18-06-2025,50.38700
17-06-2025,50.58000
16-06-2025,50.88400
13-06-2025,50.77600
12-06-2025,50.85100
11-06-2025,51.50500
10-06-2025,51.46800
09-06-2025,51.31500
06-06-2025,50.80900
05-06-2025,50.18000
04-06-2025,49.88300
03-06-2025,49.80400
02-06-2025,49.77500
31-05-2025,49.61700
30-05-2025,49.61700
29-05-2025,49.40000
28-05-2025,49.21100
27-05-2025,48.93600
26-05-2025,48.94900
23-05-2025,48.61200
22-05-2025,48.28000
21-05-2025,48.28100
20-05-2025,48.13300
19-05-2025,48.52300
16-05-2025,48.06300
15-05-2025,47.59300
14-05-2025,47.15300
13-05-2025,46.49900
12-05-2025,46.16400
09-05-2025,44.41900
08-05-2025,44.66400
07-05-2025,45.06500
06-05-2025,44.56300
05-05-2025,45.66800
02-05-2025,45.14000
30-04-2025,45.30800
29-04-2025,45.99300
28-04-2025,46.01100
25-04-2025,45.81000
24-04-2025,46.82800
23-04-2025,46.80300
22-04-2025,46.61800
21-04-2025,46.26600
17-04-2025,45.59200
16-04-2025,45.33700
15-04-2025,44.78000
11-04-2025,43.54100
09-04-2025,42.28600
08-04-2025,42.85300
07-04-2025,42.01200
04-04-2025,43.67300
03-04-2025,45.02800
02-04-2025,44.61000
01-04-2025,44.13000
31-03-2025,44.18300
28-03-2025,44.18200
27-03-2025,44.36000
26-03-2025,43.97500
25-03-2025,44.65600
24-03-2025,45.32000
21-03-2025,44.93900
20-03-2025,44.12600
19-03-2025,43.79600
18-03-2025,42.98400
17-03-2025,41.89500
13-03-2025,41.92100
12-03-2025,42.25000
11-03-2025,42.31200
10-03-2025,42.67400
07-03-2025,43.43500
06-03-2025,43.11700
05-03-2025,42.39000
04-03-2025,41.29700
03-03-2025,40.94600
28-02-2025,41.23500
27-02-2025,42.03600
25-02-2025,42.71100
24-02-2025,42.85700
21-02-2025,43.30600
20-02-2025,43.57100
19-02-2025,43.01400
18-02-2025,42.18500
17-02-2025,42.70900
14-02-2025,42.91800
13-02-2025,44.21400
12-02-2025,44.28100
11-02-2025,44.30200
10-02-2025,45.74900
07-02-2025,46.75800
06-02-2025,47.14000
05-02-2025,47.24800
04-02-2025,46.55900
03-02-2025,45.92900
31-01-2025,46.36600
30-01-2025,45.55400
29-01-2025,45.51400
28-01-2025,44.22600
27-01-2025,44.62000
24-01-2025,46.00500
23-01-2025,47.14600
22-01-2025,46.87700
21-01-2025,47.45800
20-01-2025,48.38500
17-01-2025,47.99300
16-01-2025,48.03100
15-01-2025,47.52600
14-01-2025,47.34100
13-01-2025,46.45000
10-01-2025,48.23700
09-01-2025,49.40600
08-01-2025,50.02800
07-01-2025,50.67000
06-01-2025,50.02400
03-01-2025,51.65300
02-01-2025,51.59500
01-01-2025,51.17800
31-12-2024,50.81900
30-12-2024,50.53100
27-12-2024,50.83000
26-12-2024,50.59700
24-12-2024,50.72500
23-12-2024,50.57400
20-12-2024,50.84300
19-12-2024,51.96700
18-12-2024,52.15700
17-12-2024,52.46900
16-12-2024,52.67800
13-12-2024,52.35700
12-12-2024,52.58800
11-12-2024,53.02400
10-12-2024,52.82600
09-12-2024,52.71400
06-12-2024,52.46900
05-12-2024,52.09100
04-12-2024,51.98400
03-12-2024,51.74800
02-12-2024,51.21400
30-11-2024,50.86900
29-11-2024,50.86900
28-11-2024,50.51500
27-11-2024,50.22000
26-11-2024,49.45800
25-11-2024,49.01600
22-11-2024,48.35100
21-11-2024,47.85200
19-11-2024,48.14800
18-11-2024,47.78400
14-11-2024,48.18500
13-11-2024,47.83200
12-11-2024,49.18600
11-11-2024,49.87600
08-11-2024,50.28100
07-11-2024,51.09200
06-11-2024,51.55200
05-11-2024,50.56600
04-11-2024,50.22500
31-10-2024,50.42000
30-10-2024,49.88800
29-10-2024,49.22700
28-10-2024,48.91400
25-10-2024,48.08000
24-10-2024,49.30100
23-10-2024,49.86500
22-10-2024,49.44900
21-10-2024,51.07600
18-10-2024,51.75900
17-10-2024,51.85200
16-10-2024,52.61100
15-10-2024,52.48800
14-10-2024,51.86700
11-10-2024,51.84100
10-10-2024,51.61600
09-10-2024,51.43000
08-10-2024,50.93600
07-10-2024,49.81500
04-10-2024,51.21100
03-10-2024,51.61200
01-10-2024,52.52500
30-09-2024,52.36800
27-09-2024,52.30200
26-09-2024,52.38500
25-09-2024,52.57600
24-09-2024,52.70800
23-09-2024,52.63700
20-09-2024,52.14100
19-09-2024,51.51800
18-09-2024,52.15300
17-09-2024,52.38500
16-09-2024,52.29100
13-09-2024,51.99700
12-09-2024,51.62800
11-09-2024,51.17200
10-09-2024,51.28000
09-09-2024,50.73000
06-09-2024,51.03200
05-09-2024,51.56000
04-09-2024,51.21800
03-09-2024,51.10400
02-09-2024,50.69900
31-08-2024,50.84200
30-08-2024,50.84100
29-08-2024,50.33300
28-08-2024,50.60200
