date,nav
10-05-2023,19.89730
09-05-2023,19.89410
08-05-2023,19.89090
05-05-2023,19.88110
04-05-2023,19.87780
03-05-2023,19.87460
02-05-2023,19.87140
28-04-2023,19.85860
27-04-2023,19.85540
26-04-2023,19.85220
25-04-2023,19.84900
24-04-2023,19.84570
21-04-2023,19.83610
20-04-2023,19.83290
19-04-2023,19.82970
18-04-2023,19.82660
17-04-2023,19.82340
13-04-2023,19.81130
12-04-2023,19.80820
11-04-2023,19.80520
10-04-2023,19.80220
06-04-2023,19.79020
05-04-2023,19.78720
03-04-2023,19.78110
31-03-2023,19.77870
29-03-2023,19.76470
28-03-2023,19.75240
27-03-2023,19.75600
24-03-2023,19.75090
23-03-2023,19.75870
22-03-2023,19.76040
21-03-2023,19.75860
20-03-2023,19.73990
17-03-2023,19.75180
16-03-2023,19.73150
15-03-2023,19.71720
14-03-2023,19.69430
13-03-2023,19.69040
10-03-2023,19.73900
09-03-2023,19.80460
08-03-2023,19.84290
06-03-2023,19.82460
03-03-2023,19.82220
02-03-2023,19.77030
01-03-2023,19.74730
28-02-2023,19.71180
27-02-2023,19.67650
24-02-2023,19.68390
23-02-2023,19.71370
22-02-2023,19.65700
21-02-2023,19.67260
20-02-2023,19.69420
17-02-2023,19.65980
16-02-2023,19.66620
15-02-2023,19.65950
14-02-2023,19.63790
13-02-2023,19.70490
10-02-2023,19.75550
09-02-2023,19.66350
08-02-2023,19.62870
07-02-2023,19.56340
06-02-2023,19.56760
03-02-2023,19.48490
02-02-2023,19.51400
01-02-2023,19.51960
31-01-2023,19.63740
30-01-2023,19.48540
27-01-2023,19.47190
25-01-2023,19.62640
24-01-2023,19.69510
23-01-2023,19.68330
20-01-2023,19.67850
19-01-2023,19.70930
18-01-2023,19.71270
17-01-2023,19.69630
16-01-2023,19.75500
13-01-2023,19.78010
12-01-2023,19.76830
11-01-2023,19.73770
10-01-2023,19.72280
09-01-2023,19.72900
06-01-2023,19.71870
05-01-2023,19.76420
04-01-2023,19.79430
03-01-2023,19.85110
02-01-2023,19.84740
30-12-2022,19.73380
29-12-2022,19.67710
28-12-2022,19.65760
27-12-2022,19.65770
26-12-2022,19.53660
23-12-2022,19.27880
22-12-2022,19.60650
21-12-2022,19.74360
20-12-2022,19.92840
19-12-2022,19.97360
16-12-2022,19.95780
15-12-2022,20.12340
14-12-2022,20.20460
13-12-2022,20.13240
12-12-2022,20.06480
09-12-2022,20.10890
08-12-2022,20.19720
07-12-2022,20.18950
06-12-2022,20.27870
05-12-2022,20.32480
02-12-2022,20.32950
01-12-2022,20.27680
