date,nav
31-03-2020,16.13170
30-03-2020,16.13190
27-03-2020,16.13240
26-03-2020,16.13250
25-03-2020,16.13270
24-03-2020,16.13170
23-03-2020,16.13070
20-03-2020,16.12580
19-03-2020,16.12420
18-03-2020,16.12270
17-03-2020,16.12110
16-03-2020,16.12240
13-03-2020,16.13430
12-03-2020,16.13190
11-03-2020,16.14230
09-03-2020,16.14300
06-03-2020,16.14810
05-03-2020,16.19280
04-03-2020,16.18790
03-03-2020,16.19560
02-03-2020,16.14510
28-02-2020,16.18380
27-02-2020,16.42150
26-02-2020,16.47730
25-02-2020,16.53370
24-02-2020,16.59300
20-02-2020,16.66560
19-02-2020,16.58700
18-02-2020,16.46290
17-02-2020,16.49890
14-02-2020,16.54990
13-02-2020,16.58890
12-02-2020,16.59310
11-02-2020,16.58620
10-02-2020,16.60880
07-02-2020,16.73700
06-02-2020,16.60560
05-02-2020,16.51380
04-02-2020,16.44210
03-02-2020,16.35500
31-01-2020,16.50110
30-01-2020,16.45110
29-01-2020,16.56910
28-01-2020,16.59640
27-01-2020,16.63020
24-01-2020,16.75420
23-01-2020,16.64220
22-01-2020,16.46430
21-01-2020,16.47510
20-01-2020,16.47180
17-01-2020,16.58400
16-01-2020,16.48530
15-01-2020,16.36020
14-01-2020,16.20460
13-01-2020,16.05780
10-01-2020,15.97200
09-01-2020,15.89130
08-01-2020,15.73600
07-01-2020,15.66560
06-01-2020,15.54100
03-01-2020,15.83300
02-01-2020,15.88620
01-01-2020,15.72710
31-12-2019,15.68930
30-12-2019,15.72860
27-12-2019,15.71220
26-12-2019,15.54130
24-12-2019,15.53030
23-12-2019,15.51900
20-12-2019,15.53450
19-12-2019,15.51000
18-12-2019,15.49150
17-12-2019,15.49120
16-12-2019,15.41300
13-12-2019,15.45930
12-12-2019,15.36880
11-12-2019,15.30050
10-12-2019,15.22760
09-12-2019,15.35990
06-12-2019,15.38090
05-12-2019,15.50410
04-12-2019,15.53270
03-12-2019,15.47160
02-12-2019,15.53360
29-11-2019,15.60670
28-11-2019,15.58080
27-11-2019,15.43970
26-11-2019,15.35260
25-11-2019,15.45460
22-11-2019,15.31530
21-11-2019,15.34800
20-11-2019,15.45740
19-11-2019,15.46910
18-11-2019,15.47630
15-11-2019,15.44850
14-11-2019,15.43180
13-11-2019,15.36230
11-11-2019,15.49990
08-11-2019,15.45370
07-11-2019,15.56220
06-11-2019,15.42980
05-11-2019,15.45980
04-11-2019,15.49240
01-11-2019,15.48580
31-10-2019,15.39810
30-10-2019,15.24560
29-10-2019,15.17860
25-10-2019,14.97100
24-10-2019,15.02430
23-10-2019,15.01300
22-10-2019,14.96630
18-10-2019,14.95580
17-10-2019,14.75730
16-10-2019,14.49070
15-10-2019,14.46500
14-10-2019,14.44110
11-10-2019,14.46250
10-10-2019,14.39070
09-10-2019,14.47740
07-10-2019,14.27640
04-10-2019,14.30830
03-10-2019,14.42680
01-10-2019,14.44070
30-09-2019,14.63180
27-09-2019,14.74820
26-09-2019,14.76620
25-09-2019,14.62550
24-09-2019,14.80780
23-09-2019,14.80700
20-09-2019,14.40660
19-09-2019,13.58830
18-09-2019,13.72300
17-09-2019,13.63960
16-09-2019,13.78660
13-09-2019,13.79710
12-09-2019,13.69340
11-09-2019,13.69210
09-09-2019,13.62720
06-09-2019,13.57290
05-09-2019,13.47630
04-09-2019,13.46720
03-09-2019,13.44040
30-08-2019,13.68740
29-08-2019,13.60240
28-08-2019,13.66510
27-08-2019,13.70720
26-08-2019,13.61150
23-08-2019,13.36270
22-08-2019,13.25270
21-08-2019,13.47110
20-08-2019,13.61630
19-08-2019,13.76000
16-08-2019,13.66590
14-08-2019,13.57140
13-08-2019,13.42510
09-08-2019,13.73410
08-08-2019,13.60370
07-08-2019,13.49870
06-08-2019,13.53030
05-08-2019,13.30730
02-08-2019,13.49970
01-08-2019,13.50350
31-07-2019,13.62640
30-07-2019,13.53130
29-07-2019,13.68000
26-07-2019,13.74610
25-07-2019,13.62230
24-07-2019,13.57660
23-07-2019,13.80260
22-07-2019,13.75060
19-07-2019,13.92680
18-07-2019,14.12950
17-07-2019,14.23170
16-07-2019,14.24000
15-07-2019,14.15950
12-07-2019,14.17750
11-07-2019,14.07180
10-07-2019,14.01610
09-07-2019,14.21290
08-07-2019,14.07600
05-07-2019,14.38630
04-07-2019,14.58720
03-07-2019,14.58940
02-07-2019,14.58440
01-07-2019,14.56130
28-06-2019,14.54190
27-06-2019,14.57150
26-06-2019,14.49390
25-06-2019,14.35040
24-06-2019,14.34290
21-06-2019,14.37650
20-06-2019,14.40430
19-06-2019,14.27110
18-06-2019,14.31210
17-06-2019,14.25370
14-06-2019,14.46540
13-06-2019,14.58390
