date,nav
22-07-2025,49.91600
21-07-2025,50.04100
18-07-2025,50.08600
17-07-2025,50.47200
16-07-2025,50.37400
15-07-2025,50.13800
14-07-2025,49.65900
11-07-2025,49.43100
10-07-2025,49.78600
09-07-2025,49.90300
08-07-2025,49.74600
07-07-2025,49.65200
04-07-2025,49.68700
03-07-2025,49.61100
02-07-2025,49.54000
01-07-2025,49.58900
30-06-2025,49.52200
27-06-2025,49.15700
26-06-2025,48.98800
25-06-2025,48.76800
24-06-2025,48.19600
23-06-2025,47.89200
20-06-2025,47.55800
19-06-2025,47.27700
18-06-2025,47.99700
17-06-2025,48.01200
16-06-2025,48.25600
13-06-2025,48.06700
12-06-2025,47.92800
11-06-2025,48.48900
10-06-2025,48.57600
09-06-2025,48.55300
06-06-2025,48.01900
05-06-2025,47.69300
04-06-2025,47.47500
03-06-2025,47.25600
02-06-2025,47.10200
30-05-2025,46.76900
29-05-2025,46.79900
28-05-2025,46.55500
27-05-2025,46.50400
26-05-2025,46.60300
23-05-2025,46.49600
22-05-2025,46.27100
21-05-2025,46.27800
20-05-2025,46.11600
19-05-2025,46.41300
16-05-2025,46.20500
15-05-2025,45.96500
14-05-2025,45.71700
13-05-2025,45.26100
12-05-2025,44.85900
09-05-2025,43.48300
08-05-2025,43.58800
07-05-2025,43.91300
06-05-2025,43.54200
05-05-2025,44.26300
02-05-2025,43.64900
30-04-2025,43.80400
29-04-2025,44.43900
28-04-2025,44.34800
25-04-2025,44.12000
24-04-2025,44.86400
23-04-2025,44.98000
22-04-2025,44.98500
21-04-2025,44.46900
17-04-2025,43.79900
16-04-2025,43.47300
15-04-2025,43.16400
11-04-2025,42.05900
09-04-2025,41.02700
08-04-2025,41.43300
07-04-2025,40.51200
04-04-2025,42.02000
03-04-2025,43.13200
02-04-2025,42.95600
01-04-2025,42.45300
31-03-2025,42.76600
28-03-2025,42.76600
27-03-2025,42.74300
26-03-2025,42.51600
25-03-2025,43.03100
24-03-2025,43.48700
21-03-2025,42.91700
20-03-2025,42.33600
19-03-2025,42.10100
18-03-2025,41.41200
17-03-2025,40.37400
13-03-2025,40.16400
12-03-2025,40.28700
11-03-2025,40.44100
10-03-2025,40.67700
07-03-2025,41.45400
06-03-2025,41.40300
05-03-2025,40.91900
04-03-2025,40.10600
03-03-2025,39.71400
28-02-2025,39.97400
27-02-2025,40.69800
25-02-2025,41.45600
24-02-2025,41.50200
21-02-2025,42.10600
20-02-2025,42.39600
19-02-2025,41.93100
18-02-2025,41.15600
17-02-2025,41.50600
14-02-2025,41.86000
13-02-2025,42.88400
12-02-2025,43.24700
11-02-2025,43.49600
10-02-2025,44.81900
07-02-2025,45.76800
06-02-2025,46.04600
05-02-2025,46.24700
04-02-2025,45.86800
03-02-2025,45.56100
31-01-2025,45.49400
30-01-2025,44.75600
29-01-2025,44.79500
28-01-2025,43.48300
27-01-2025,44.10900
24-01-2025,45.45500
23-01-2025,46.39300
22-01-2025,45.66200
21-01-2025,46.22800
20-01-2025,47.27500
17-01-2025,47.05400
16-01-2025,47.19700
15-01-2025,46.64400
14-01-2025,46.28700
13-01-2025,45.71900
10-01-2025,47.50800
09-01-2025,48.44800
08-01-2025,48.89800
07-01-2025,49.54000
06-01-2025,48.86400
03-01-2025,50.12200
02-01-2025,50.17400
01-01-2025,49.74100
31-12-2024,49.42700
30-12-2024,49.24400
27-12-2024,49.32000
26-12-2024,49.05900
24-12-2024,49.30600
23-12-2024,49.24000
20-12-2024,49.53300
19-12-2024,50.56000
18-12-2024,50.66200
17-12-2024,50.82400
16-12-2024,51.20500
13-12-2024,50.86800
12-12-2024,51.18600
11-12-2024,51.48300
10-12-2024,51.28300
09-12-2024,50.82900
06-12-2024,50.73600
05-12-2024,50.51400
04-12-2024,50.50500
03-12-2024,50.05800
02-12-2024,49.73600
29-11-2024,49.62700
28-11-2024,49.24600
27-11-2024,49.25700
26-11-2024,48.84800
25-11-2024,48.60900
22-11-2024,47.72000
21-11-2024,47.29700
19-11-2024,47.22200
18-11-2024,46.76300
14-11-2024,46.82100
13-11-2024,46.61100
12-11-2024,47.85200
11-11-2024,48.25500
