Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^NSMIDCP,^NSMIDCP,^NSMIDCP,^NSMIDCP,^NSMIDCP,^NSMIDCP
Date,,,,,,
2010-07-19,11586.830078125,11587.0498046875,11618.0498046875,11510.0,11514.7998046875,0
2010-07-20,11538.9814453125,11539.2001953125,11651.5,11518.900390625,11627.2998046875,0
2010-07-21,11598.1806640625,11598.400390625,11616.849609375,11558.2001953125,11558.2001953125,0
2010-07-22,11637.1796875,11637.400390625,11643.900390625,11550.7001953125,11587.900390625,0
2010-07-23,11577.5302734375,11577.75,11692.0498046875,11556.2998046875,11651.900390625,0
2010-07-26,11525.931640625,11526.150390625,11623.0498046875,11490.7001953125,11592.0,0
2010-07-27,11548.78125,11549.0,11572.4501953125,11491.2998046875,11531.599609375,0
2010-07-28,11582.830078125,11583.0498046875,11668.349609375,11545.400390625,11545.400390625,0
2010-07-29,11606.0302734375,11606.25,11633.599609375,11560.5,11560.5,0
2010-07-30,11564.03125,11564.25,11662.2001953125,11549.900390625,11594.5498046875,0
2010-08-02,11698.5283203125,11698.75,11702.400390625,11648.4501953125,11648.4501953125,0
2010-08-03,11748.5771484375,11748.7998046875,11774.5498046875,11706.650390625,11729.400390625,0
2010-08-04,11738.0771484375,11738.2998046875,11770.099609375,11685.5498046875,11755.25,0
2010-08-05,11716.9287109375,11717.150390625,11818.5,11707.150390625,11742.849609375,0
2010-08-06,11687.4287109375,11687.650390625,11777.849609375,11655.349609375,11719.9501953125,0
2010-08-09,11821.2265625,11821.4501953125,11831.5498046875,11704.099609375,11704.099609375,0
2010-08-10,11787.1259765625,11787.349609375,11879.4501953125,11761.7001953125,11827.75,0
2010-08-11,11691.2783203125,11691.5,11822.0498046875,11682.0,11780.099609375,0
2010-08-12,11759.27734375,11759.5,11771.75,11588.150390625,11631.150390625,0
2010-08-13,11883.57421875,11883.7998046875,11925.5498046875,11784.099609375,11784.099609375,0
2010-08-16,11856.92578125,11857.150390625,11955.5,11785.849609375,11908.400390625,0
2010-08-17,11899.474609375,11899.7001953125,11983.75,11849.5498046875,11849.5498046875,0
2010-08-18,12002.4228515625,12002.650390625,12009.75,11908.5,11918.349609375,0
2010-08-19,12112.0703125,12112.2998046875,12124.75,12039.650390625,12039.650390625,0
2010-08-20,12105.470703125,12105.7001953125,12156.599609375,12075.0498046875,12091.650390625,0
2010-08-23,12144.76953125,12145.0,12170.2001953125,12115.75,12115.75,0
2010-08-24,12062.3212890625,12062.5498046875,12186.9501953125,11991.0498046875,12176.7001953125,0
2010-08-25,11929.2236328125,11929.4501953125,12076.4501953125,11902.9501953125,12076.4501953125,0
2010-08-26,11945.5234375,11945.75,12018.4501953125,11927.900390625,11942.2001953125,0
2010-08-27,11825.17578125,11825.400390625,12011.349609375,11793.25,11955.7001953125,0
2010-08-30,11828.3251953125,11828.5498046875,11968.349609375,11761.0498046875,11885.400390625,0
2010-08-31,11797.3759765625,11797.599609375,11828.099609375,11674.5498046875,11818.9501953125,0
2010-09-01,11982.97265625,11983.2001953125,11999.0,11825.7998046875,11825.7998046875,0
2010-09-02,12038.5712890625,12038.7998046875,12100.599609375,12015.25,12021.349609375,0
2010-09-03,12078.37109375,12078.599609375,12110.349609375,12014.2998046875,12014.2998046875,0
2010-09-06,12239.3671875,12239.599609375,12259.2001953125,12126.2001953125,12126.2001953125,0
2010-09-07,12231.6181640625,12231.849609375,12317.5,12207.400390625,12268.099609375,0
2010-09-08,12229.5185546875,12229.75,12269.599609375,12144.7998046875,12199.4501953125,0
2010-09-09,12295.1162109375,12295.349609375,12335.400390625,12229.150390625,12257.150390625,0
2010-09-13,12509.1123046875,12509.349609375,12520.400390625,12342.0498046875,12342.0498046875,0
2010-09-14,12483.1640625,12483.400390625,12598.75,12439.0498046875,12555.849609375,0
2010-09-15,12539.2626953125,12539.5,12588.2998046875,12477.150390625,12478.5,0
2010-09-16,12398.064453125,12398.2998046875,12585.4501953125,12365.599609375,12513.0,0
2010-09-17,12583.0615234375,12583.2998046875,12606.5,12428.0,12428.0,0
2010-09-20,12696.91015625,12697.150390625,12706.5498046875,12545.900390625,12545.900390625,0
2010-09-21,12644.3603515625,12644.599609375,12773.25,12564.900390625,12729.2998046875,0
2010-09-22,12609.2109375,12609.4501953125,12719.849609375,12506.599609375,12665.400390625,0
2010-09-23,12590.361328125,12590.599609375,12660.5,12530.75,12637.0498046875,0
2010-09-24,12609.2109375,12609.4501953125,12609.4501953125,12609.4501953125,12609.4501953125,0
2010-09-27,12725.55859375,12725.7998046875,12776.4501953125,12701.4501953125,12739.7001953125,0
2010-09-28,12745.208984375,12745.4501953125,12767.7998046875,12667.0,12730.2998046875,0
2010-09-29,12707.6083984375,12707.849609375,12811.849609375,12677.400390625,12741.2001953125,0
2010-09-30,12585.0615234375,12585.2998046875,12714.5,12564.849609375,12711.5,0
2010-10-01,12585.0615234375,12585.2998046875,12585.2998046875,12585.2998046875,12585.2998046875,0
2010-10-04,12996.75390625,12997.0,13022.0,12874.25,12874.25,0
2010-10-05,13037.9033203125,13038.150390625,13092.150390625,13001.349609375,13019.599609375,0
2010-10-06,13187.099609375,13187.349609375,13222.7998046875,13058.5498046875,13058.5498046875,0
2010-10-07,13125.701171875,13125.9501953125,13328.099609375,13064.7998046875,13214.349609375,0
2010-10-08,13066.2021484375,13066.4501953125,13216.2001953125,12978.5498046875,13158.349609375,0
2010-10-11,13209.75,13210.0,13226.9501953125,13097.099609375,13097.099609375,0
2010-10-12,13071.3017578125,13071.5498046875,13243.2001953125,12985.349609375,13217.5,0
2010-10-13,13200.349609375,13200.599609375,13205.900390625,13100.5,13110.900390625,0
2010-10-14,13183.0498046875,13183.2998046875,13297.0,13130.4501953125,13208.099609375,0
2010-10-15,12953.455078125,12953.7001953125,13246.2998046875,12928.349609375,13224.099609375,0
2010-10-18,12955.5546875,12955.7998046875,13015.849609375,12752.5498046875,13015.849609375,0
2010-10-19,12942.1044921875,12942.349609375,13092.400390625,12912.349609375,13014.5,0
2010-10-20,12926.7548828125,12927.0,12980.349609375,12857.5498046875,12920.099609375,0
2010-10-21,13166.0498046875,13166.2998046875,13179.7001953125,12944.2998046875,12944.2998046875,0
2010-10-22,13182.2001953125,13182.4501953125,13239.2001953125,13082.5,13201.25,0
2010-10-25,13168.5,13168.75,13277.5,13152.0,13221.150390625,0
2010-10-26,13149.4013671875,13149.650390625,13221.4501953125,13128.650390625,13166.2001953125,0
2010-10-27,13107.2021484375,13107.4501953125,13232.0,13058.4501953125,13159.599609375,0
2010-10-28,13037.052734375,13037.2998046875,13176.099609375,13004.099609375,13163.2998046875,0
2010-10-29,13029.7529296875,13030.0,13103.650390625,12880.150390625,13039.9501953125,0
2010-11-01,13207.599609375,13207.849609375,13223.7998046875,13111.349609375,13111.349609375,0
2010-11-02,13307.6484375,13307.900390625,13325.4501953125,13182.099609375,13208.75,0
2010-11-03,13352.447265625,13352.7001953125,13433.0498046875,13309.7998046875,13309.7998046875,0
2010-11-04,13456.2451171875,13456.5,13463.5498046875,13384.0,13384.0,0
2010-11-08,13476.244140625,13476.5,13532.0498046875,13407.5498046875,13532.0498046875,0
2010-11-09,13554.8935546875,13555.150390625,13577.2001953125,13465.0498046875,13475.7998046875,0
2010-11-10,13524.29296875,13524.5498046875,13601.4501953125,13507.2001953125,13566.5,0
2010-11-11,13317.1982421875,13317.4501953125,13624.099609375,13292.5,13556.849609375,0
2010-11-12,13015.953125,13016.2001953125,13386.400390625,12988.2001953125,13290.2001953125,0
2010-11-15,13095.251953125,13095.5,13118.900390625,12906.099609375,13006.650390625,0
2010-11-16,12858.60546875,12858.849609375,13196.2998046875,12812.7001953125,13104.900390625,0
2010-11-18,12906.5048828125,12906.75,13020.0498046875,12574.5,12885.849609375,0
2010-11-19,12671.259765625,12671.5,12941.2001953125,12626.2001953125,12912.349609375,0
2010-11-22,12870.255859375,12870.5,12885.5,12619.650390625,12739.349609375,0
2010-11-23,12743.458984375,12743.7001953125,12817.0,12479.5498046875,12817.0,0
2010-11-24,12505.2626953125,12505.5,12857.900390625,12438.0498046875,12742.400390625,0
2010-11-25,12129.5703125,12129.7998046875,12530.650390625,12089.0498046875,12481.9501953125,0
2010-11-26,12505.2626953125,12505.5,12505.5,12505.5,12505.5,0
2010-11-29,12057.37109375,12057.599609375,12093.0498046875,11783.150390625,11847.099609375,0
2010-11-30,12338.56640625,12338.7998046875,12364.900390625,11989.7998046875,12061.7998046875,0
2010-12-01,12637.060546875,12637.2998046875,12653.7001953125,12328.599609375,12344.5,0
2010-12-02,12683.66015625,12683.900390625,12846.150390625,12640.849609375,12706.900390625,0
2010-12-03,12499.9130859375,12500.150390625,12728.5,12431.75,12694.900390625,0
2010-12-06,12404.7646484375,12405.0,12610.150390625,12385.25,12525.7998046875,0
2010-12-07,12248.0673828125,12248.2998046875,12437.7001953125,12178.2001953125,12404.7001953125,0
2010-12-08,12029.22265625,12029.4501953125,12218.4501953125,12002.2001953125,12218.4501953125,0
2010-12-09,11620.4794921875,11620.7001953125,12062.849609375,11540.150390625,12054.099609375,0
2010-12-10,11762.876953125,11763.099609375,11824.0498046875,11470.349609375,11606.0,0
2010-12-13,11967.923828125,11968.150390625,11980.650390625,11796.0498046875,11816.349609375,0
2010-12-14,12141.8193359375,12142.0498046875,12160.5,11982.25,11989.5498046875,0
2010-12-15,11959.3232421875,11959.5498046875,12159.7001953125,11894.400390625,12150.75,0
2010-12-16,11991.1728515625,11991.400390625,12014.599609375,11849.2001953125,11970.900390625,0
2010-12-20,11967.423828125,11967.650390625,12028.099609375,11910.7001953125,11973.75,0
2010-12-21,12094.970703125,12095.2001953125,12106.9501953125,11972.7001953125,11972.7001953125,0
2010-12-22,12092.7705078125,12093.0,12190.849609375,12041.2001953125,12116.75,0
2010-12-23,12014.22265625,12014.4501953125,12154.2001953125,12000.7001953125,12105.2001953125,0
2010-12-24,12014.22265625,12014.4501953125,12014.4501953125,12014.4501953125,12014.4501953125,0
2010-12-27,11925.724609375,11925.9501953125,12037.650390625,11910.4501953125,12002.150390625,0
2010-12-28,11913.9248046875,11914.150390625,11947.900390625,11889.4501953125,11929.0,0
2010-12-29,12016.1220703125,12016.349609375,12022.9501953125,11921.150390625,11921.150390625,0
2010-12-30,12089.1708984375,12089.400390625,12104.25,12019.7001953125,12038.150390625,0
2010-12-31,12089.1708984375,12089.400390625,12089.400390625,12089.400390625,12089.400390625,0
2011-01-03,12260.767578125,12261.0,12352.400390625,12251.5,12253.150390625,0
2011-01-04,12204.8681640625,12205.099609375,12338.25,12180.599609375,12278.4501953125,0
2011-01-05,12063.271484375,12063.5,12214.849609375,12022.75,12199.650390625,0
2011-01-06,11873.775390625,11874.0,12144.7001953125,11860.900390625,12089.2001953125,0
2011-01-07,11641.779296875,11642.0,11865.099609375,11618.150390625,11862.349609375,0
2011-01-10,11330.935546875,11331.150390625,11700.650390625,11308.349609375,11643.0498046875,0
2011-01-11,11321.5849609375,11321.7998046875,11457.400390625,11211.2001953125,11333.900390625,0
2011-01-12,11501.1826171875,11501.400390625,11513.849609375,11254.5,11323.150390625,0
2011-01-13,11460.68359375,11460.900390625,11633.900390625,11422.2001953125,11502.099609375,0
2011-01-14,11293.6865234375,11293.900390625,11502.2998046875,11268.25,11446.0,0
2011-01-17,11209.287109375,11209.5,11317.9501953125,11184.9501953125,11317.9501953125,0
2011-01-18,11255.287109375,11255.5,11328.7998046875,11189.150390625,11255.7998046875,0
2011-01-19,11325.9853515625,11326.2001953125,11373.5,11259.650390625,11266.75,0
2011-01-20,11352.134765625,11352.349609375,11374.900390625,11229.650390625,11298.349609375,0
2011-01-21,11403.4345703125,11403.650390625,11457.7001953125,11331.75,11343.0,0
2011-01-24,11484.33203125,11484.5498046875,11510.7001953125,11407.849609375,11407.849609375,0
2011-01-25,11383.484375,11383.7001953125,11546.75,11370.5,11463.849609375,0
2011-01-27,11120.138671875,11120.349609375,11446.7001953125,11094.400390625,11404.7001953125,0
2011-01-28,10854.6435546875,10854.849609375,11125.150390625,10711.0,11125.150390625,0
2011-01-31,10915.443359375,10915.650390625,10945.900390625,10604.150390625,10767.7001953125,0
2011-02-01,10736.8466796875,10737.0498046875,10990.900390625,10702.599609375,10927.7998046875,0
2011-02-02,10741.546875,10741.75,10856.0,10713.599609375,10815.849609375,0
2011-02-03,10870.1435546875,10870.349609375,10881.400390625,10708.7001953125,10741.400390625,0
2011-02-04,10727.646484375,10727.849609375,10987.599609375,10693.599609375,10884.7001953125,0
2011-02-07,10687.8974609375,10688.099609375,10804.650390625,10665.2998046875,10726.650390625,0
2011-02-08,10452.4013671875,10452.599609375,10736.7001953125,10429.4501953125,10701.849609375,0
2011-02-09,10161.3076171875,10161.5,10437.9501953125,10107.599609375,10437.9501953125,0
2011-02-10,10197.65625,10197.849609375,10258.400390625,10037.900390625,10146.7998046875,0
2011-02-11,10406.052734375,10406.25,10421.0498046875,10108.5498046875,10187.400390625,0
2011-02-14,10799.5947265625,10799.7998046875,10826.5498046875,10442.0498046875,10442.0498046875,0
2011-02-15,10860.4443359375,10860.650390625,10920.099609375,10699.150390625,10850.2001953125,0
2011-02-16,10872.6435546875,10872.849609375,10925.5498046875,10853.2001953125,10862.25,0
2011-02-17,11004.4912109375,11004.7001953125,11012.0498046875,10863.9501953125,10880.0,0
2011-02-18,10806.89453125,10807.099609375,11133.9501953125,10783.099609375,11014.2998046875,0
2011-02-21,10880.0439453125,10880.25,10900.0,10688.400390625,10794.7001953125,0
2011-02-22,10765.9462890625,10766.150390625,10848.2998046875,10725.650390625,10846.0,0
2011-02-23,10687.7978515625,10688.0,10782.7998046875,10668.0,10691.900390625,0
2011-02-24,10339.4033203125,10339.599609375,10674.5498046875,10308.7998046875,10674.5498046875,0
2011-02-25,10407.203125,10407.400390625,10450.150390625,10274.7998046875,10375.099609375,0
2011-02-28,10448.6513671875,10448.849609375,10625.7001953125,10430.7998046875,10489.099609375,0
2011-03-01,10802.9951171875,10803.2001953125,10819.9501953125,10484.9501953125,10484.9501953125,0
2011-03-03,10802.39453125,10802.599609375,10867.2998046875,10693.5498046875,10738.599609375,0
2011-03-04,10806.9951171875,10807.2001953125,10928.5498046875,10784.150390625,10850.0498046875,0
2011-03-07,10685.3974609375,10685.599609375,10741.25,10585.9501953125,10739.150390625,0
2011-03-08,10779.0458984375,10779.25,10812.650390625,10688.150390625,10688.150390625,0
2011-03-09,10832.3447265625,10832.5498046875,10869.150390625,10762.7998046875,10785.349609375,0
2011-03-10,10790.24609375,10790.4501953125,10814.4501953125,10758.5,10813.75,0
2011-03-11,10790.24609375,10790.4501953125,10790.4501953125,10790.4501953125,10790.4501953125,0
2011-03-14,10772.595703125,10772.7998046875,10778.2998046875,10672.0,10672.0,0
2011-03-15,10596.69921875,10596.900390625,10670.650390625,10516.900390625,10609.4501953125,0
2011-03-16,10739.697265625,10739.900390625,10762.0,10641.2001953125,10641.2001953125,0
2011-03-17,10717.947265625,10718.150390625,10769.349609375,10655.0498046875,10708.75,0
2011-03-18,10616.3984375,10616.599609375,10784.0498046875,10583.7998046875,10725.5498046875,0
2011-03-21,10577.599609375,10577.7998046875,10658.2001953125,10527.9501953125,10625.4501953125,0
2011-03-22,10659.1474609375,10659.349609375,10683.849609375,10599.9501953125,10599.9501953125,0
2011-03-23,10735.8466796875,10736.0498046875,10741.9501953125,10638.7001953125,10643.75,0
2011-03-24,10807.9951171875,10808.2001953125,10828.5498046875,10747.400390625,10747.400390625,0
2011-03-25,10807.9951171875,10808.2001953125,10808.2001953125,10808.2001953125,10808.2001953125,0
2011-03-28,11027.291015625,11027.5,11037.650390625,10964.599609375,10973.349609375,0
2011-03-29,11081.4404296875,11081.650390625,11117.150390625,11035.849609375,11051.150390625,0
2011-03-30,11272.5859375,11272.7998046875,11305.650390625,11130.2001953125,11130.2001953125,0
2011-03-31,11279.3359375,11279.5498046875,11355.349609375,11163.5,11285.400390625,0
2011-04-01,11360.734375,11360.9501953125,11371.650390625,11259.7001953125,11319.2001953125,0
2011-04-04,11495.3818359375,11495.599609375,11517.9501953125,11375.2001953125,11375.2001953125,0
2011-04-05,11624.5791015625,11624.7998046875,11636.650390625,11455.2998046875,11507.849609375,0
2011-04-06,11637.8291015625,11638.0498046875,11705.150390625,11592.25,11644.25,0
2011-04-07,11714.2783203125,11714.5,11738.2001953125,11642.9501953125,11644.4501953125,0
2011-04-08,11714.2783203125,11714.5,11714.5,11714.5,11714.5,0
2011-04-11,11437.283203125,11437.5,11533.7001953125,11419.849609375,11533.7001953125,0
2011-04-13,11618.37890625,11618.599609375,11627.0498046875,11396.25,11412.7001953125,0
2011-04-15,11618.37890625,11618.599609375,11618.599609375,11618.599609375,11618.599609375,0
2011-04-18,11475.0322265625,11475.25,11719.099609375,11463.5498046875,11610.4501953125,0
2011-04-19,11487.6318359375,11487.849609375,11498.7998046875,11389.599609375,11477.849609375,0
2011-04-20,11602.48046875,11602.7001953125,11609.099609375,11500.7001953125,11522.150390625,0
2011-04-21,11532.630859375,11532.849609375,11669.5498046875,11523.400390625,11625.2998046875,0
2011-04-25,11571.4306640625,11571.650390625,11587.849609375,11526.150390625,11526.150390625,0
2011-04-26,11558.7314453125,11558.9501953125,11595.4501953125,11475.849609375,11588.0498046875,0
2011-04-27,11598.2802734375,11598.5,11633.7001953125,11568.900390625,11591.25,0
2011-04-28,11521.130859375,11521.349609375,11659.099609375,11507.400390625,11630.849609375,0
2011-04-29,11376.484375,11376.7001953125,11537.5,11325.5498046875,11532.349609375,0
2011-05-02,11231.4873046875,11231.7001953125,11435.5,11194.0498046875,11385.0498046875,0
2011-05-03,10988.9921875,10989.2001953125,11298.4501953125,10968.4501953125,11233.25,0
2011-05-04,10902.443359375,10902.650390625,10996.7001953125,10829.650390625,10991.25,0
2011-05-05,10774.7958984375,10775.0,10982.400390625,10746.7001953125,10906.9501953125,0
2011-05-06,10993.4921875,10993.7001953125,11004.5,10825.2998046875,10825.650390625,0
2011-05-09,11060.6904296875,11060.900390625,11091.2001953125,10951.650390625,11026.599609375,0
2011-05-10,11047.9912109375,11048.2001953125,11104.7001953125,11016.2998046875,11064.0498046875,0
2011-05-11,11113.7890625,11114.0,11129.25,11034.349609375,11086.849609375,0
2011-05-12,11063.3896484375,11063.599609375,11190.0,11043.7998046875,11096.5,0
2011-05-13,11185.1884765625,11185.400390625,11244.2001953125,11049.650390625,11069.349609375,0
2011-05-16,11145.388671875,11145.599609375,11204.7001953125,11108.2001953125,11191.349609375,0
2011-05-17,11111.439453125,11111.650390625,11244.5,11076.2001953125,11172.2998046875,0
2011-05-18,10987.7919921875,10988.0,11140.849609375,10967.5498046875,11130.7001953125,0
2011-05-19,10941.892578125,10942.099609375,11015.650390625,10922.7001953125,11008.75,0
2011-05-20,11000.890625,11001.099609375,11047.5498046875,10930.2001953125,10943.9501953125,0
2011-05-23,10887.8935546875,10888.099609375,10988.75,10860.099609375,10988.75,0
2011-05-24,10981.091796875,10981.2998046875,10995.349609375,10885.349609375,10890.2998046875,0
2011-05-25,10977.2919921875,10977.5,11029.7001953125,10956.099609375,10983.0498046875,0
2011-05-26,11017.291015625,11017.5,11059.7998046875,10990.9501953125,11011.2001953125,0
2011-05-27,11017.291015625,11017.5,11017.5,11017.5,11017.5,0
2011-05-30,11240.9873046875,11241.2001953125,11273.400390625,11171.5,11171.5,0
2011-06-01,11495.982421875,11496.2001953125,11515.2998046875,11434.7001953125,11448.099609375,0
2011-06-02,11381.4345703125,11381.650390625,11442.5,11347.5498046875,11419.599609375,0
2011-06-03,11307.9365234375,11308.150390625,11475.5498046875,11287.849609375,11387.650390625,0
2011-06-06,11300.7861328125,11301.0,11316.5498046875,11240.7998046875,11302.5498046875,0
2011-06-07,11383.083984375,11383.2998046875,11394.849609375,11289.150390625,11297.9501953125,0
2011-06-08,11370.4345703125,11370.650390625,11440.2001953125,11341.849609375,11369.650390625,0
2011-06-09,11341.3349609375,11341.5498046875,11406.5,11321.099609375,11376.0,0
2011-06-10,11341.3349609375,11341.5498046875,11341.5498046875,11341.5498046875,11341.5498046875,0
2011-06-13,11291.4365234375,11291.650390625,11298.2998046875,11167.150390625,11280.650390625,0
2011-06-14,11336.0849609375,11336.2998046875,11383.7998046875,11270.0,11270.0,0
2011-06-15,11229.4873046875,11229.7001953125,11346.2998046875,11211.2001953125,11300.849609375,0
2011-06-16,11127.439453125,11127.650390625,11204.0,11114.25,11163.9501953125,0
2011-06-17,11127.439453125,11127.650390625,11127.650390625,11127.650390625,11127.650390625,0
2011-06-20,10853.744140625,10853.9501953125,11104.9501953125,10723.5498046875,11090.4501953125,0
2011-06-21,10824.8447265625,10825.0498046875,10933.5498046875,10814.2001953125,10875.650390625,0
2011-06-22,10748.595703125,10748.7998046875,10911.099609375,10717.9501953125,10905.25,0
2011-06-23,10767.2958984375,10767.5,10784.400390625,10642.2001953125,10750.849609375,0
2011-06-24,10767.2958984375,10767.5,10767.5,10767.5,10767.5,0
2011-06-27,11196.1884765625,11196.400390625,11210.900390625,10950.900390625,10972.900390625,0
2011-06-28,11176.98828125,11177.2001953125,11271.349609375,11163.25,11218.599609375,0
2011-06-29,11199.9384765625,11200.150390625,11234.75,11160.4501953125,11202.400390625,0
2011-06-30,11234.6875,11234.900390625,11269.7001953125,11205.849609375,11209.099609375,0
2011-07-01,11234.6875,11234.900390625,11234.900390625,11234.900390625,11234.900390625,0
2011-07-04,11416.533203125,11416.75,11429.7998046875,11331.2001953125,11331.2001953125,0
2011-07-05,11396.9345703125,11397.150390625,11451.2001953125,11366.0498046875,11451.2001953125,0
2011-07-06,11415.533203125,11415.75,11443.349609375,11382.099609375,11407.75,0
2011-07-07,11543.28125,11543.5,11550.0,11419.400390625,11419.400390625,0
2011-07-08,11543.28125,11543.5,11543.5,11543.5,11543.5,0
2011-07-11,11278.8857421875,11279.099609375,11339.4501953125,11242.599609375,11327.5,0
2011-07-12,11159.1376953125,11159.349609375,11279.599609375,11116.7001953125,11235.900390625,0
2011-07-13,11282.1357421875,11282.349609375,11293.9501953125,11208.900390625,11214.0498046875,0
2011-07-14,11390.234375,11390.4501953125,11441.150390625,11260.900390625,11270.7998046875,0
2011-07-15,11390.234375,11390.4501953125,11390.4501953125,11390.4501953125,11390.4501953125,0
2011-07-18,11414.1328125,11414.349609375,11470.5498046875,11398.900390625,11399.75,0
2011-07-19,11415.8330078125,11416.0498046875,11485.650390625,11400.5,11410.25,0
2011-07-20,11252.9873046875,11253.2001953125,11465.5,11234.650390625,11451.7001953125,0
2011-07-21,11139.9892578125,11140.2001953125,11245.7998046875,11123.2001953125,11245.7998046875,0
2011-07-22,11139.9892578125,11140.2001953125,11140.2001953125,11140.2001953125,11140.2001953125,0
2011-07-25,11333.3349609375,11333.5498046875,11343.0498046875,11247.7001953125,11278.5498046875,0
2011-07-26,11223.537109375,11223.75,11387.5498046875,11194.349609375,11347.5498046875,0
2011-07-27,11228.4873046875,11228.7001953125,11275.400390625,11166.099609375,11250.75,0
2011-07-28,11117.5390625,11117.75,11176.0,11098.7001953125,11174.400390625,0
2011-07-29,11117.5390625,11117.75,11117.75,11117.75,11117.75,0
2011-08-01,10882.9443359375,10883.150390625,11038.599609375,10851.4501953125,10972.2001953125,0
2011-08-02,10795.9951171875,10796.2001953125,10876.400390625,10745.7998046875,10876.400390625,0
2011-08-03,10740.146484375,10740.349609375,10758.349609375,10621.400390625,10735.4501953125,0
2011-08-04,10699.3466796875,10699.5498046875,10882.150390625,10682.0,10763.75,0
2011-08-05,10699.3466796875,10699.5498046875,10699.5498046875,10699.5498046875,10699.5498046875,0
2011-08-08,10415.15234375,10415.349609375,10523.650390625,10245.7001953125,10517.2001953125,0
2011-08-09,10279.3046875,10279.5,10423.5498046875,10145.75,10395.900390625,0
2011-08-10,10486.05078125,10486.25,10500.9501953125,10300.4501953125,10300.4501953125,0
2011-08-11,10433.8515625,10434.0498046875,10541.0,10424.400390625,10483.7001953125,0
2011-08-12,10433.8515625,10434.0498046875,10434.0498046875,10434.0498046875,10434.0498046875,0
2011-08-16,10231.85546875,10232.0498046875,10434.0498046875,10203.349609375,10353.349609375,0
2011-08-17,10159.5078125,10159.7001953125,10289.0,10137.7998046875,10237.0,0
2011-08-18,9940.611328125,9940.7998046875,10204.900390625,9907.400390625,10167.2998046875,0
2011-08-19,9940.611328125,9940.7998046875,9940.7998046875,9940.7998046875,9940.7998046875,0
2011-08-22,9964.111328125,9964.2998046875,9982.849609375,9788.599609375,9867.2998046875,0
2011-08-23,10029.2099609375,10029.400390625,10045.7001953125,9884.9501953125,9964.4501953125,0
2011-08-24,9939.26171875,9939.4501953125,10118.349609375,9899.75,10018.75,0
2011-08-25,9815.1630859375,9815.349609375,9986.7998046875,9786.5498046875,9939.849609375,0
2011-08-26,9815.1630859375,9815.349609375,9815.349609375,9815.349609375,9815.349609375,0
2011-08-29,9871.8623046875,9872.0498046875,9893.400390625,9606.349609375,9606.349609375,0
2011-08-30,9988.810546875,9989.0,10007.2998046875,9882.7001953125,9882.7001953125,0
2011-09-02,9988.810546875,9989.0,9989.0,9989.0,9989.0,0
2011-09-05,10149.0078125,10149.2001953125,10170.5,10009.599609375,10103.0498046875,0
2011-09-06,10152.0576171875,10152.25,10164.7001953125,10026.9501953125,10146.5498046875,0
2011-09-07,10332.9033203125,10333.099609375,10352.2998046875,10155.900390625,10155.900390625,0
2011-09-08,10336.50390625,10336.7001953125,10390.0,10293.2001953125,10333.2001953125,0
2011-09-09,10336.50390625,10336.7001953125,10336.7001953125,10336.7001953125,10336.7001953125,0
2011-09-12,9948.01171875,9948.2001953125,10196.0,9925.2001953125,10196.0,0
2011-09-13,9931.7119140625,9931.900390625,10126.4501953125,9894.0,9952.400390625,0
2011-09-14,9994.810546875,9995.0,10017.900390625,9907.2001953125,9936.0,0
2011-09-15,10147.4580078125,10147.650390625,10162.400390625,10002.900390625,10002.900390625,0
2011-09-16,10147.4580078125,10147.650390625,10147.650390625,10147.650390625,10147.650390625,0
2011-09-19,10112.958984375,10113.150390625,10170.400390625,10102.25,10162.900390625,0
2011-09-20,10216.20703125,10216.400390625,10226.099609375,10084.650390625,10115.0498046875,0
2011-09-21,10310.904296875,10311.099609375,10322.150390625,10225.0498046875,10225.0498046875,0
2011-09-22,9966.4619140625,9966.650390625,10301.599609375,9955.5498046875,10301.599609375,0
2011-09-23,9966.4619140625,9966.650390625,9966.650390625,9966.650390625,9966.650390625,0
2011-09-26,9748.1650390625,9748.349609375,9918.0498046875,9637.2001953125,9894.7001953125,0
2011-09-27,9935.361328125,9935.5498046875,9953.849609375,9763.9501953125,9763.9501953125,0
2011-09-28,9885.0126953125,9885.2001953125,9989.5498046875,9861.2001953125,9943.25,0
2011-09-29,9916.162109375,9916.349609375,9939.5,9788.2001953125,9882.7998046875,0
2011-09-30,9916.162109375,9916.349609375,9916.349609375,9916.349609375,9916.349609375,0
2011-10-03,9613.6171875,9613.7998046875,9815.4501953125,9600.0,9815.4501953125,0
2011-10-04,9435.0712890625,9435.25,9694.9501953125,9415.2998046875,9607.9501953125,0
2011-10-05,9371.72265625,9371.900390625,9515.349609375,9355.7998046875,9439.4501953125,0
2011-10-07,9371.72265625,9371.900390625,9371.900390625,9371.900390625,9371.900390625,0
2011-10-10,9631.0673828125,9631.25,9640.5,9489.599609375,9519.4501953125,0
2011-10-11,9702.81640625,9703.0,9762.7001953125,9632.75,9632.75,0
2011-10-12,9869.0126953125,9869.2001953125,9877.5,9703.5498046875,9703.5498046875,0
2011-10-13,9893.462890625,9893.650390625,9960.349609375,9867.900390625,9869.849609375,0
2011-10-14,9893.462890625,9893.650390625,9893.650390625,9893.650390625,9893.650390625,0
2011-10-17,9903.5625,9903.75,9966.7998046875,9873.7998046875,9895.900390625,0
